name,isin,bse,nse,series,url
Adani Enterpris,INE423A01024,512599,ADANIENT,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13
Adani Green Ene,INE364U01010,541450,ADANIGREEN,EQ,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanigreenenergylimited/ADANI54145
Adani Ports,INE742F01042,532921,ADANIPORTS,EQ,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS
Adani Power,INE814H01011,533096,ADANIPOWER,EQ,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11
Adani Total Gas,INE399L01023,542066,ATGL,EQ,https://www.moneycontrol.com/india/stockpricequote/adanitotalgas/adanitotalgas/ADG01
Adani Wilmar,INE699H01024,543458,AWL,EQ,https://www.moneycontrol.com/india/stockpricequote/consumerfood/adaniwilmar/AW
Adarsh Mercant,INE673E01018,538563,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adarshmercantile/AM12
Adarsh Plant,INE627D01016,526711,,,https://www.moneycontrol.com/india/stockpricequote/adarshplant/adarshplantationprojects/APP01
Adcon Capital,INE805Q01028,539506,,,https://www.moneycontrol.com/india/stockpricequote/adconcapital/adconcapitalservices/ACS06
Add-Shop Promot,INE01B501018,541865,,,https://www.moneycontrol.com/india/stockpricequote/addshoppromot/addshoppromotions/AP12
Addi Industries,INE757C01021,507852,,,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/addiindustries/AI05
Addictive Learn,INE0RDH01021,,LAWSIKHO,SM,https://www.moneycontrol.com/india/stockpricequote/addictivelearn/addictivelearningtechnology/ALTL
Adeshwar Medite,INE0H8J01015,543309,ADADH,,https://www.moneycontrol.com/india/stockpricequote/medicalequipmentsuppliesaccessories/adeshwarmeditex/AM10
Adharshila Cap,INE269F01012,539493,,,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/adharshilacapitalservices/ACS05
Adhbhut Infra,INE578L01014,539189,,,https://www.moneycontrol.com/india/stockpricequote/adhbhutinfra/adhbhutinfrastructure/AI71
Adhunik Metalik,INE400H01019,532727,ADHUNIK,,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/adhunikmetaliks/AM9
Adinath Bio-Lab,INE129D01039,590088,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adinathbiolabs/ABL02
Adinath Exim,INE398H01015,532056,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adinatheximresources/AER
Adishakti Loha,INE0CWK01019,543377,,,https://www.moneycontrol.com/india/stockpricequote/ironsteel/adishaktilohaispat/ALI05
Aditri Industri,INE636N01016,534707,,,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/aditriindustries/AC02
Aditya Birla Ch,INE605B01016,500057,ABCIL,,https://www.moneycontrol.com/india/stockpricequote/chemicals/adityabirlachemicals/ABC08
Aditya Birla F,INE647O01011,535755,ABFRL,EQ,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR
Aditya Consumer,INE427V01013,540146,,,https://www.moneycontrol.com/india/stockpricequote/retail/adityaconsumermarketing/ACM01
Aditya Forge,INE281H01013,522150,,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/adityaforge/AF
Aditya Ispat,INE570B01012,513513,,,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/adityaispat/AI06
Aditya Spinners,INE122D01026,521141,ADITYASPIN,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/adityaspinners/AS01
Aditya Vision,INE679V01019,540205,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adityavision/AV
Adjia Tech,INE0G0V01018,543269,,,https://www.moneycontrol.com/india/stockpricequote/software/adjiatechnologies/AT24
Adline Chem Lab,INE276T01018,524604,,,https://www.moneycontrol.com/india/stockpricequote/adlinechemlab/adlinechemlab/KL
Ador Fontech,INE853A01022,530431,,,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorfontech/AF22
Ador Multi,INE628D01014,523120,,,https://www.moneycontrol.com/india/stockpricequote/personalcare/adormultiproducts/AM01
Ador Welding,INE045A01017,517041,ADORWELD,EQ,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorwelding/AW01
Adroit Infotech,INE737B01033,532172,ADROITINFO,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/adroitinfotech/CC22
Adtech Systems,INE257C01014,544185,,,https://www.moneycontrol.com/india/stockpricequote/adtechsystems/adtechsystemsltd/ASL09
Advait Infratec,INE0ALI01010,543230,,,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/advaitinfratechlimited/AIL05
Advance Life,INE900E01015,521048,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/advancelifestyles/AAM
Advance Meter,INE436N01029,534612,AMTL,,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/advancemeteringtechnology/AMT
Advance Petro,INE334N01018,506947,,,https://www.moneycontrol.com/india/stockpricequote/advancepetro/advancepetrochemicals/AP02
Advance Power,INE009D01017,531047,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/advancepowerinfratech/MF05
Advance Syntex ,INE184U01012,539982,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advancesyntex/AS08
Advanced Enzyme,INE837H01020,540025,ADVENZYMES,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET
Advanced Micron,INE903C01013,517552,,,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/advancedmicronicdevices/AMD
Advani Hotels,INE199C01026,523269,ADVANIHOTR,EQ,https://www.moneycontrol.com/india/stockpricequote/hotels/advanihotelsresortsindia/AHR
Advanta,INE517H01028,532840,ADVANTA,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advanta/AI39
Advent Computer,INE101C01022,531429,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/adventcomputerservices/ACS01
Advik Capital ,INE178T01024,539773,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/advikcapital/AIL04
Advik Labors,INE537C01019,531686,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adviklaboratories/AL07
Aegis Logistics,INE208C01025,500003,AEGISLOG,EQ,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9
Aelea Commo,INE0T3401029,544213,,,https://www.moneycontrol.com/india/stockpricequote/consumerfood/aeleacommodities/ACL09
Aelea Commoditi,INE0T3401029,544213,,,https://www.moneycontrol.com/india/stockpricequote/aeleacommoditi/aeleacommodities/ACL09
Aeroflex Ind.,INE024001021,543972,AEROFLEX,EQ,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/aeroflexindustries/AI87
Aerpace Ind.,INE175N01023,534733,,,https://www.moneycontrol.com/india/stockpricequote/aerpaceind/aerpaceindustries/ICV01
Aether Ind,INE0BWX01014,543534,AETHER,EQ,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/aetherindustries/AI84
Affle India,INE00WC01027,542752,AFFLE,EQ,https://www.moneycontrol.com/india/stockpricequote/affleindia/affleindia/AI82
Affordable Robo,INE692Z01013,541402,,,https://www.moneycontrol.com/india/stockpricequote/engineering/affordableroboticautomation/ARA
Aftek,INE796A01023,530707,AFTEK,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aftek/A14
Agarwal Float,INE0MLA01012,0,AGARWALFT,ST,https://www.moneycontrol.com/india/stockpricequote/trading/agarwalfloatglassindia/AFG
Agarwal Fortune,INE510B01018,530765,,,https://www.moneycontrol.com/india/stockpricequote/agarwalfortune/agarwalfortuneindia/DLF01
Agarwal Ind,INE204E01012,531921,AGARIND,EQ,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/agarwalindustrialcorporation/AIC03
Agio Paper,INE112C01011,516020,,,https://www.moneycontrol.com/india/stockpricequote/paper/agiopaperindustries/API08
Agni Green,INE0LF301013,0,AGNI,SM,https://www.moneycontrol.com/india/stockpricequote/renewables/agnigreenpower/AGP
Agri-Tech,INE449G01018,537292,AGRITECH,EQ,https://www.moneycontrol.com/india/stockpricequote/fertilisers/agritechindia/ATI02
Agrimony Comm,INE567P01018,537492,,,https://www.moneycontrol.com/india/stockpricequote/trading/agrimonycommodities/AC11
Agro Dutch Ind,INE135B01014,519281,AGRODUTCH,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/agrodutchindustries/ADI02
Agro Phos India,INE740V01019,0,AGROPHOS,EQ,https://www.moneycontrol.com/india/stockpricequote/diversified/agrophosindia/API
Agro Tech Foods,INE209A01019,500215,ATFL,EQ,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF
Ahasolar Tech,INE0NEV01011,543941,,,https://www.moneycontrol.com/india/stockpricequote/software/ahasolartechnologies/AT28
Ahimsa Ind,INE136T01014,0,AHIMSA,ST,https://www.moneycontrol.com/india/stockpricequote/plastics/ahimsaindustries/AI44
Ahlada Engineer,INE00PV01013,0,AHLADA,BE,https://www.moneycontrol.com/india/stockpricequote/ahladaengineer/ahladaengineers/AE21
Ahlcon Parent,INE027C01011,524448,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ahlconparenteralindia/API01
Ahluwalia,INE758C01029,532811,AHLUCONT,EQ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ahluwaliacontractsindia/ACI12
Ahmedabad St,INE868C01018,522273,,,https://www.moneycontrol.com/india/stockpricequote/steelrolling/ahmedabadstellcr/AS02
Aikyam Intellec,INE739N01026,506822,,,https://www.moneycontrol.com/india/stockpricequote/packaging/aikyamintellectualpropertyconsultancy/MPU
Aimco Pesticide,INE008B01013,524288,AIMCOPEST,,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/aimcopesticides/AP03
Aimtron Electro,INE0RUV01018,,AIMTRON,ST,https://www.moneycontrol.com/india/stockpricequote/electronicscomponents/aimtronelectronics/AEL03
Airan,INE645W01026,543811,AIRAN,EQ,https://www.moneycontrol.com/india/stockpricequote/airan/airan/A09
Airo Lam,INE801L01010,0,AIROLAM,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/airolam/AL08
Ajanta Pharma,INE031B01049,532331,AJANTPHARM,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22
Ajanta Soya,INE601B01023,519216,,,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/ajantasoya/AS03
Ajbcjsbc lvnsdj,INE236Y01012,541418,,,https://www.moneycontrol.com/india/stockpricequote/ajbcjsbclvnsdj/ajbcjsbclvnsdjv/NGIL541418
Ajcon Global,INE759C01019,511692,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ajconglobal/AG01
Ajmera Realty,INE298G01027,513349,AJMERA,EQ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/ajmerarealtyinfraindia/ARI03
Ajooni Biotech,INE820Y01021,0,AJOONI,EQ,https://www.moneycontrol.com/india/stockpricequote/diversified/ajoonibiotechltd/ABL01
Ajwa Fun World,INE863E01015,526628,,,https://www.moneycontrol.com/india/stockpricequote/ajwafunworld/ajwafunworldresort/AFW
Akanksha Power,INE0PCY01014,,AKANKSHA,ST,https://www.moneycontrol.com/india/stockpricequote/transmissiontowersequipments/akankshapowerinfrastructure/API02
Akar Auto Indus,INE864E01021,530621,,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/akarautoindustries/AT04
Akash Infraproj,INE737W01013,0,AKASH,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/akashinfraprojects/AI76
Akiko Global,INE0PMR01017,0,AKIKO,SM,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/akikoglobalservices/AGS01
Akme Fintrade I,INE916Y01019,544200,AFIL,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/akmefintradeindia/AFIL
Aksh Optifibre,INE523B01011,532351,AKSHOPTFBR,EQ,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/akshoptifibre/AO03
Akshar Spintex,INE256Z01025,541303,AKSHAR,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/aksharspintex/ASL
AksharChem,INE542B01011,524598,AKSHARCHEM,EQ,https://www.moneycontrol.com/india/stockpricequote/dyespigments/aksharchemindia/AI29
Akzo Nobel,INE133A01011,500710,AKZOINDIA,EQ,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/akzonobelindia/ICI
Alacrity Sec,INE030P01017,535916,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alacritysecurities/AS04
Alan Scott Ind.,INE273F01022,539115,,,https://www.moneycontrol.com/india/stockpricequote/alanscottind/alanscottindustries/ASI04
Alang Ind Gases,INE848C01010,531517,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/alangindustriesgases/AIG
Alankit,INE914E01040,531082,ALANKIT,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alankit/EGJ
Albert David,INE155C01010,524075,ALBERTDAVD,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/albertdavid/AD01
Alchemist,INE964B01033,526707,ALCHEM,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
Alchemist Corp,INE057D01016,531409,,,https://www.moneycontrol.com/india/stockpricequote/alchemistcorp/alchemistcorporation/AC23
Alchemist Real,INE646D01024,532114,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/alchemistrealty/AR08
Alembic,INE426A01027,506235,ALEMBICLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembic/A08
Alembic Pharma,INE901L01018,533573,APLLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
Alexander Stamp,INE191N01012,511463,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alexanderstampsandcoin/JLF
Alfa ICA,INE042C01010,530973,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alfaicaindia/AIC
Alfa Transforme,INE209C01015,517546,,,https://www.moneycontrol.com/india/stockpricequote/electricequipment/alfatransformer/AT06
Alfavision Sec,INE883B01027,531156,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/alfavisionsecuritiesfinance/ASF
Alfred Herbert,INE782D01027,505216,ALFREDHERB,,https://www.moneycontrol.com/india/stockpricequote/engineering/alfredherbertindia/AHI
Algoquant Finte,INE598D01027,505725,,,https://www.moneycontrol.com/india/stockpricequote/algoquantfinte/algoquantfintech/HET01
Alicon Castallo,INE062D01024,531147,ALICON,EQ,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/aliconcastalloy/EC06
Alka Diamond,INE963D01015,531581,,,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/alkadiamondindustries/ADI01
Alka India,INE061B01020,530889,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/alkaindia/AI52
Alka Secur,INE921C01031,532166,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alkasecurities/AS17
Alkali Metals,INE773I01017,533029,ALKALI,EQ,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkalimetals/AM11
Alkem Lab,INE540L01014,539523,ALKEM,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05
Alkosign,INE0KA601012,543453,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alkosign/A20
Alkyl Amines,INE150B01039,506767,ALKYLAMINE,EQ,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkylamineschemicals/AAC
All E Technolog,INE0M2X01012,0,ALLETEC,SM,https://www.moneycontrol.com/india/stockpricequote/software/alletechnologies/AT26
Allahabad Bank,INE428A01015,532480,ALBK,,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/allahabadbank/AB15
Allcargo,INE418H01029,532749,ALLCARGO,EQ,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/allcargologistics/AGL02
Allcargo Gati,INE152B01027,532345,ACLGATI,EQ,https://www.moneycontrol.com/india/stockpricequote/allcargogati/allcargogati/G04
Allcargo Termin,INE0NN701020,543954,ATL,EQ,https://www.moneycontrol.com/india/stockpricequote/groundfreightlogisticsservices/allcargoterminals/AT29
Alliance Integ,INE123D01024,534064,,,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/allianceintegratedmetaliks/AIM
Allied Blenders,INE552Z01027,544203,ABDL,EQ,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/alliedblendersdistillers/ABD
Allied Computer,INE335I01056,532919,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alliedcomputersinternationalasia/ACI13
Allied Digital,INE102I01027,532875,ADSL,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allieddigitalservices/ADS01
Almondz Global,INE326B01035,531400,ALMONDZ,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/almondzglobalsecurities/AGS
Alna Trading,INE07I701011,506120,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alnatradingexports/ATE03
Alok Industries,INE270A01029,521070,ALOKINDS,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/alokindustries/AI54
Alora Trading ,INE527R01018,539693,,,https://www.moneycontrol.com/india/stockpricequote/trading/aloratradingcompanylimited/ATC03
Alpa Labs,INE385I01010,532878,ALPA,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpalaboratories/AL11
Alpex Solar,INE0R4701017,ALPEX,ALPEXSOLAR,ST,https://www.moneycontrol.com/india/stockpricequote/alpexsolar/alpexsolar/ASL10
Alpha Graphic,INE952B01020,531720,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphagraphicindia/AGI03
Alpha Hi-Tech,INE506B01016,531247,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphahitechfuel/AHT
Alphageo,INE137C01018,526397,ALPHAGEO,BE,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/alphageoindia/AI10
Alphalogic Ind,INE0NZF01019,543937,,,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/alphalogicindustries/AI85
Alphalogic Tech,INE08E401029,542770,,,https://www.moneycontrol.com/india/stockpricequote/alphalogictech/alphalogictechsys/AT23
Alpine Hsg,INE840D01015,526519,ALPINEHOU,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/alpinehousingdevcorp/AHD
Alps Industries,INE093B01015,530715,ALPSINDUS,BE,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/alpsindustries/AI12
Alps Motor Fin,INE729P01022,538423,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alpsmotorfinance/AMF03
Alstone Text,INE184S01024,539277,,,https://www.moneycontrol.com/india/stockpricequote/alstonetext/alstonetextiles/SH14
Alufluoride,INE058F01019,524634,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/alufluoride/A01
Aluwind,INE0STM01017,,ALUWIND,ST,https://www.moneycontrol.com/india/stockpricequote/aluminiumaluminiumproducts/aluwindarchitectural/AAL03
Amal,INE841D01013,506597,,,https://www.moneycontrol.com/india/stockpricequote/dyespigments/amal/AP05
